run_id,started_at,dataset_id,exit,golden_match,sweep_label,sweep_config,sweep_varied_seat,sweep_repeat,sweep_worker,instructions,seat,role,model,provider,temperature,num_ctx,think,max_tokens,calls,tokens_in,tokens_out,wall_ms,est_cost,tool_calls,replies,accepted_first_time,corrections,stopped_run,reasons,checks_met,checks_total,checks
15b6ca7a-d629-4cbd-9f60-f8a13c711df0,2026-09-17T02:54:20.603Z,planted-inconsistency,reviewer_pass,false,,,,,,,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,,,,,2,8048,324,12032,0.0,0,2,2,0,0,,0,1,reworked_once=0
15b6ca7a-d629-4cbd-9f60-f8a13c711df0,2026-09-17T02:54:20.603Z,planted-inconsistency,reviewer_pass,false,,,,,,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,,,,,3,23463,2246,46329,0.0,18,1,1,0,0,,0,1,golden_match=0
15b6ca7a-d629-4cbd-9f60-f8a13c711df0,2026-09-17T02:54:20.603Z,planted-inconsistency,reviewer_pass,false,,,,,,,estimator,Estimator,claude-sonnet-5 via Bedrock,bedrock,,,,,5,111042,4674,57028,0.295707,6,1,1,0,0,,1,1,names_both_sheets=1
15b6ca7a-d629-4cbd-9f60-f8a13c711df0,2026-09-17T02:54:20.603Z,planted-inconsistency,reviewer_pass,false,,,,,,,pricing,Pricing,"qwen3.5 9b, local",ollama,,,,,3,14105,2452,38219,0.0,1,1,0,1,0,tool_not_used=1,0,1,golden_match=0
15b6ca7a-d629-4cbd-9f60-f8a13c711df0,2026-09-17T02:54:20.603Z,planted-inconsistency,reviewer_pass,false,,,,,,,writer,Writer,"qwen3.5 9b, local",ollama,,,,,1,5390,1204,18830,0.0,0,1,1,0,0,,0,1,v1_carries_disagreement=0
15b6ca7a-d629-4cbd-9f60-f8a13c711df0,2026-09-17T02:54:20.603Z,planted-inconsistency,reviewer_pass,false,,,,,,,reviewer,Reviewer,"gemma4 12b, local",ollama,,,,,1,2298,43,10363,0.0,0,1,1,0,0,,0,1,failed_v1_to_work=0
16187608-1585-4611-bf70-bdeb11f61f93,2026-09-18T08:25:07.823Z,missing-sheet,reviewer_pass,false,full-1,orchestrator=deepseek-r1-14b,orchestrator,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"deepseek-r1 14b, local",ollama,0.1,16384,model default,model default,2,7783,995,61100,0.0,0,2,2,0,0,,0,1,blocker_escalated=0
16187608-1585-4611-bf70-bdeb11f61f93,2026-09-18T08:25:07.823Z,missing-sheet,reviewer_pass,false,full-1,orchestrator=deepseek-r1-14b,orchestrator,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,5,55181,5330,85573,0.0,18,1,0,1,0,checklist_grading=2,1,1,reached_work=1
16187608-1585-4611-bf70-bdeb11f61f93,2026-09-18T08:25:07.823Z,missing-sheet,reviewer_pass,false,full-1,orchestrator=deepseek-r1-14b,orchestrator,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,9,179308,5119,114406,0.0,7,1,0,1,0,tool_not_used=1,0,1,blocker_names_lp2=0
16187608-1585-4611-bf70-bdeb11f61f93,2026-09-18T08:25:07.823Z,missing-sheet,reviewer_pass,false,full-1,orchestrator=deepseek-r1-14b,orchestrator,0,laptop,a21ee64a,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,11898,2135,31962,0.0,1,1,1,0,0,,0,1,golden_match=0
16187608-1585-4611-bf70-bdeb11f61f93,2026-09-18T08:25:07.823Z,missing-sheet,reviewer_pass,false,full-1,orchestrator=deepseek-r1-14b,orchestrator,0,laptop,3a18b205,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,2,15731,2370,35569,0.0,0,1,0,1,0,concern_dropped=1,0,1,golden_match=0
16187608-1585-4611-bf70-bdeb11f61f93,2026-09-18T08:25:07.823Z,missing-sheet,reviewer_pass,false,full-1,orchestrator=deepseek-r1-14b,orchestrator,0,laptop,1ff8732f,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,5797,47,11029,0.0,0,1,1,0,0,,0,1,golden_match=0
1625b0af-f92d-4a51-8e09-eb7aa17bebd3,2026-09-18T21:29:41.846Z,missing-sheet,blocker_escalated,false,deterministic-check,baseline,,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2112,293,5429,0.0,0,1,1,0,0,,1,1,blocker_escalated=1
1625b0af-f92d-4a51-8e09-eb7aa17bebd3,2026-09-18T21:29:41.846Z,missing-sheet,blocker_escalated,false,deterministic-check,baseline,,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,30688,4919,80198,0.0,34,2,2,0,0,,1,1,reached_work=1
1625b0af-f92d-4a51-8e09-eb7aa17bebd3,2026-09-18T21:29:41.846Z,missing-sheet,blocker_escalated,false,deterministic-check,baseline,,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,7,97966,281,29234,0.0,5,2,2,0,0,,1,1,blocker_names_lp2=1
165d8eae-bd4b-48f1-bd17-338044cea0f1,2026-09-18T10:43:50.948Z,planted-inconsistency,stopped,false,full-1,pricing=deepseek-r1-14b,pricing,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2140,305,5170,0.0,0,1,1,0,0,,0,1,reworked_once=0
165d8eae-bd4b-48f1-bd17-338044cea0f1,2026-09-18T10:43:50.948Z,planted-inconsistency,stopped,false,full-1,pricing=deepseek-r1-14b,pricing,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,38815,3957,60518,0.0,18,1,0,1,0,checklist_grading=1,0,1,golden_match=0
165d8eae-bd4b-48f1-bd17-338044cea0f1,2026-09-18T10:43:50.948Z,planted-inconsistency,stopped,false,full-1,pricing=deepseek-r1-14b,pricing,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,8,170608,10316,191359,0.0,6,1,0,1,0,no_json=1,1,1,names_both_sheets=1
165d8eae-bd4b-48f1-bd17-338044cea0f1,2026-09-18T10:43:50.948Z,planted-inconsistency,stopped,false,full-1,pricing=deepseek-r1-14b,pricing,0,laptop,a21ee64a,pricing,Pricing,"deepseek-r1 14b, local",ollama,0.1,16384,model default,model default,0,0,0,0,0.0,0,1,0,0,1,invalid_json=2;tool_not_used=1,0,1,golden_match=0
16bc1d17-b69b-4a0f-9533-4ca09a1e3dfd,2026-09-15T23:51:56.684Z,missing-sheet,stopped,false,,,,,,,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,,,,,1,2054,295,9683,0.0,0,0,0,0,0,,0,1,blocker_escalated=0
16bc1d17-b69b-4a0f-9533-4ca09a1e3dfd,2026-09-15T23:51:56.684Z,missing-sheet,stopped,false,,,,,,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,,,,,3,19763,1552,29676,0.0,8,1,1,0,0,,1,1,reached_work=1
16bc1d17-b69b-4a0f-9533-4ca09a1e3dfd,2026-09-15T23:51:56.684Z,missing-sheet,stopped,false,,,,,,,estimator,Estimator,claude-sonnet-5 via Bedrock,bedrock,,,,,6,108701,4305,56271,0.286497,11,2,1,0,1,wrong_shape=2,1,1,blocker_names_lp2=1
1717e2bf-e65c-4f7c-b23b-49b9dc5eb528,2026-09-18T05:48:33.633Z,clean-run,stopped,false,full-1,writer=llama3-1-8b,writer,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,14591,1203,20167,0.0,18,1,0,0,1,checklist_grading=3,0,1,ready=0
17470f65-d8b6-4e2d-8e28-fe70498afe00,2026-09-18T11:44:04.987Z,missing-price,retry_exhausted,false,full-1,intake=gemma4-12b,intake,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,6521,210,14752,0.0,0,2,2,0,0,,0,1,reviewer_pass=0
17470f65-d8b6-4e2d-8e28-fe70498afe00,2026-09-18T11:44:04.987Z,missing-price,retry_exhausted,false,full-1,intake=gemma4-12b,intake,0,laptop,abec9abc,intake,Intake Analyst,"gemma4 12b, local",ollama,0.1,16384,False,model default,11,79188,1784,50891,0.0,18,1,1,0,0,,0,1,golden_match=0
17470f65-d8b6-4e2d-8e28-fe70498afe00,2026-09-18T11:44:04.987Z,missing-price,retry_exhausted,false,full-1,intake=gemma4-12b,intake,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,9,173712,2873,74469,0.0,7,1,0,1,0,no_json=1,0,1,golden_match=0
17470f65-d8b6-4e2d-8e28-fe70498afe00,2026-09-18T11:44:04.987Z,missing-price,retry_exhausted,false,full-1,intake=gemma4-12b,intake,0,laptop,a21ee64a,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,17537,3263,53052,0.0,2,2,2,0,0,,1,1,exit_sign_unpriced=1
17470f65-d8b6-4e2d-8e28-fe70498afe00,2026-09-18T11:44:04.987Z,missing-price,retry_exhausted,false,full-1,intake=gemma4-12b,intake,0,laptop,3a18b205,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,12,96834,7953,119588,0.0,8,2,0,2,0,provenance_tags=1;wrong_shape=1,1,1,v1_states_exclusion=1
17470f65-d8b6-4e2d-8e28-fe70498afe00,2026-09-18T11:44:04.987Z,missing-price,retry_exhausted,false,full-1,intake=gemma4-12b,intake,0,laptop,1ff8732f,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,2,10260,569,26302,0.0,0,2,2,0,0,,0,1,passed_minor_at_most=0
17d1bea3-e6d1-4013-b414-2cdfa0403b7f,2026-09-18T12:43:31.207Z,missing-price,stopped,false,full-1,writer=deepseek-r1-14b,writer,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2076,254,4214,0.0,0,1,1,0,0,,0,1,reviewer_pass=0
17d1bea3-e6d1-4013-b414-2cdfa0403b7f,2026-09-18T12:43:31.207Z,missing-price,stopped,false,full-1,writer=deepseek-r1-14b,writer,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,38623,3678,56909,0.0,18,1,0,1,0,checklist_grading=1,0,1,golden_match=0
17d1bea3-e6d1-4013-b414-2cdfa0403b7f,2026-09-18T12:43:31.207Z,missing-price,stopped,false,full-1,writer=deepseek-r1-14b,writer,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,8,152657,1732,55862,0.0,6,1,0,1,0,no_json=1,0,1,golden_match=0
17d1bea3-e6d1-4013-b414-2cdfa0403b7f,2026-09-18T12:43:31.207Z,missing-price,stopped,false,full-1,writer=deepseek-r1-14b,writer,0,laptop,a21ee64a,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,8635,1517,22779,0.0,1,1,1,0,0,,1,1,exit_sign_unpriced=1
17d1bea3-e6d1-4013-b414-2cdfa0403b7f,2026-09-18T12:43:31.207Z,missing-price,stopped,false,full-1,writer=deepseek-r1-14b,writer,0,laptop,3a18b205,writer,Writer,"deepseek-r1 14b, local",ollama,model default,16384,model default,model default,0,0,0,0,0.0,0,1,0,0,1,concern_dropped=1;provenance_tags=2,0,1,v1_states_exclusion=0
19c448db-095c-4c2a-979e-7fee5bf47afc,2026-09-17T22:22:45.353Z,clean-run,stopped,false,stage-1,all=gemma4-12b,all,0,laptop,,orchestrator,Orchestrator,"gemma4 12b, local",ollama,0.1,16384,False,model default,1,1913,327,8953,0.0,0,1,1,0,0,,0,1,golden_match=0
19c448db-095c-4c2a-979e-7fee5bf47afc,2026-09-17T22:22:45.353Z,clean-run,stopped,false,stage-1,all=gemma4-12b,all,0,laptop,,intake,Intake Analyst,"gemma4 12b, local",ollama,0.1,16384,False,model default,10,65211,1584,45586,0.0,17,1,1,0,0,,1,1,ready=1
19c448db-095c-4c2a-979e-7fee5bf47afc,2026-09-17T22:22:45.353Z,clean-run,stopped,false,stage-1,all=gemma4-12b,all,0,laptop,,estimator,Estimator,"gemma4 12b, local",ollama,model default,16384,False,model default,5,34745,121,9747,0.0,5,1,0,0,1,no_json=1,1,1,no_blocker=1
1a7e6ebe-4982-41c6-b50e-928a27b81ffc,2026-09-18T07:55:30.588Z,missing-sheet,not_ready,false,full-1,orchestrator=gemma4-12b,orchestrator,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,26612,2308,35609,0.0,18,1,1,0,0,,0,1,reached_work=0
1c4ae916-0650-437b-80fc-8e79dada130d,2026-09-18T09:22:36.107Z,planted-inconsistency,stopped,false,full-1,reviewer=qwen3-5-9b,reviewer,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2086,258,4269,0.0,0,1,1,0,0,,0,1,reworked_once=0
1c4ae916-0650-437b-80fc-8e79dada130d,2026-09-18T09:22:36.107Z,planted-inconsistency,stopped,false,full-1,reviewer=qwen3-5-9b,reviewer,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,27170,11087,162142,0.0,17,1,0,1,0,checklist_grading=1,0,1,golden_match=0
1c4ae916-0650-437b-80fc-8e79dada130d,2026-09-18T09:22:36.107Z,planted-inconsistency,stopped,false,full-1,reviewer=qwen3-5-9b,reviewer,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,8,138534,1104,45529,0.0,6,1,0,0,1,no_json=3,0,1,names_both_sheets=0
1e02d3a7-36df-4c55-a39d-fc30f5b99645,2026-09-17T20:55:44.179Z,clean-run,stopped,false,,,,,,,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,,,,,1,1996,198,4936,0.0,0,1,1,0,0,,0,1,golden_match=0
1e02d3a7-36df-4c55-a39d-fc30f5b99645,2026-09-17T20:55:44.179Z,clean-run,stopped,false,,,,,,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,,,,,3,24140,2689,70068,0.0,18,1,1,0,0,,1,1,ready=1
1e02d3a7-36df-4c55-a39d-fc30f5b99645,2026-09-17T20:55:44.179Z,clean-run,stopped,false,,,,,,,estimator,Estimator,"qwen3.5 9b, local",ollama,,,,,3,23613,376,25838,0.0,3,1,0,0,1,no_json=1;wrong_shape=1,1,1,no_blocker=1
203c489b-82de-47f7-b482-800b640bbef9,2026-09-18T09:07:10.847Z,missing-sheet,stopped,false,full-1,writer=qwen3-5-4b,writer,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2029,300,5087,0.0,0,1,1,0,0,,0,1,blocker_escalated=0
203c489b-82de-47f7-b482-800b640bbef9,2026-09-18T09:07:10.847Z,missing-sheet,stopped,false,full-1,writer=qwen3-5-4b,writer,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,7,66651,5781,89781,0.0,36,2,1,1,0,checklist_grading=1,1,1,reached_work=1
203c489b-82de-47f7-b482-800b640bbef9,2026-09-18T09:07:10.847Z,missing-sheet,stopped,false,full-1,writer=qwen3-5-4b,writer,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,10,152120,570,48698,0.0,9,2,1,0,1,no_json=1;wrong_shape=2,1,1,blocker_names_lp2=1
21985d37-5258-4346-b94b-31b96cc327a8,2026-09-17T20:23:46.877Z,clean-run,stopped,false,stage-1-pilot,reviewer=qwen3-5-9b,reviewer,0,laptop,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,3410,304,4995,0.0,17,1,0,0,1,checklist_grading=1;no_json=1,0,1,ready=0
2257a151-e21f-4267-9208-8b77ba541f04,2026-09-18T20:04:32.362Z,missing-price,reviewer_pass,true,deterministic-check-partial,baseline,,2,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,6677,320,11514,0.0,0,2,2,0,0,,1,1,reviewer_pass=1
2257a151-e21f-4267-9208-8b77ba541f04,2026-09-18T20:04:32.362Z,missing-price,reviewer_pass,true,deterministic-check-partial,baseline,,2,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,38357,3223,49947,0.0,18,1,0,1,0,checklist_grading=1,1,1,golden_match=1
2257a151-e21f-4267-9208-8b77ba541f04,2026-09-18T20:04:32.362Z,missing-price,reviewer_pass,true,deterministic-check-partial,baseline,,2,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,9,169426,2053,61505,0.0,6,1,0,1,0,no_json=2,1,1,golden_match=1
2257a151-e21f-4267-9208-8b77ba541f04,2026-09-18T20:04:32.362Z,missing-price,reviewer_pass,true,deterministic-check-partial,baseline,,2,laptop,a21ee64a,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,8399,1347,20416,0.0,1,1,1,0,0,,1,1,exit_sign_unpriced=1
2257a151-e21f-4267-9208-8b77ba541f04,2026-09-18T20:04:32.362Z,missing-price,reviewer_pass,true,deterministic-check-partial,baseline,,2,laptop,3a18b205,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,3,19791,2433,36405,0.0,0,1,0,1,0,provenance_tags=2,1,1,v1_states_exclusion=1
2257a151-e21f-4267-9208-8b77ba541f04,2026-09-18T20:04:32.362Z,missing-price,reviewer_pass,true,deterministic-check-partial,baseline,,2,laptop,1ff8732f,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,5208,42,8403,0.0,0,1,1,0,0,,1,1,passed_minor_at_most=1
22bb0f20-f0ef-4b22-8069-f27fc00cef14,2026-09-18T19:59:30.407Z,missing-price,stopped,false,deterministic-check-partial,baseline,,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,14591,1121,18238,0.0,18,1,0,0,1,checklist_grading=3,0,1,golden_match=0
24fa18c2-a0d7-4f3a-918a-e2b0421cd981,2026-09-18T01:58:27.755Z,clean-run,reviewer_pass,true,stage-2,pricing=llama3-1-8b,pricing,1,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,6934,312,11170,0.0,0,2,2,0,0,,1,1,golden_match=1
24fa18c2-a0d7-4f3a-918a-e2b0421cd981,2026-09-18T01:58:27.755Z,clean-run,reviewer_pass,true,stage-2,pricing=llama3-1-8b,pricing,1,laptop,634cab5f,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,37422,4490,67960,0.0,18,1,0,1,0,checklist_grading=1,1,1,ready=1
24fa18c2-a0d7-4f3a-918a-e2b0421cd981,2026-09-18T01:58:27.755Z,clean-run,reviewer_pass,true,stage-2,pricing=llama3-1-8b,pricing,1,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,7,125771,7570,144729,0.0,6,1,1,0,0,,1,1,no_blocker=1
24fa18c2-a0d7-4f3a-918a-e2b0421cd981,2026-09-18T01:58:27.755Z,clean-run,reviewer_pass,true,stage-2,pricing=llama3-1-8b,pricing,1,laptop,a21ee64a,pricing,Pricing,"llama3.1 8b, local",ollama,0.1,16384,model default,model default,2,6492,1528,25422,0.0,1,1,1,0,0,,1,1,completed=1
24fa18c2-a0d7-4f3a-918a-e2b0421cd981,2026-09-18T01:58:27.755Z,clean-run,reviewer_pass,true,stage-2,pricing=llama3-1-8b,pricing,1,laptop,3a18b205,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,9,77787,5707,90691,0.0,7,1,0,1,0,provenance_tags=1,1,1,draft_v1=1
24fa18c2-a0d7-4f3a-918a-e2b0421cd981,2026-09-18T01:58:27.755Z,clean-run,reviewer_pass,true,stage-2,pricing=llama3-1-8b,pricing,1,laptop,1ff8732f,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,5302,48,8511,0.0,0,1,1,0,0,,1,1,passed_v1=1
25965e7a-06ff-4f7c-a37b-401ab0513c1c,2026-09-18T07:38:28.410Z,not-ready,not_ready,true,full-1,pricing=deepseek-r1-14b,pricing,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,22515,1710,27386,0.0,14,1,0,1,0,no_json=1,2,3,names_deadline=1;names_specification=0;not_ready=1
269e53cf-a1a5-4f3e-b196-a135f0602232,2026-09-16T05:46:30.417Z,not-ready,not_ready,true,,,,,,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,,,,,4,25637,1678,31798,0.0,8,1,1,0,0,,3,3,names_deadline=1;names_specification=1;not_ready=1
272f0396-f4dc-42cd-891c-2d406526de15,2026-09-17T22:38:04.893Z,clean-run,not_ready,false,stage-1,writer=llama3-1-8b,writer,0,laptop,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,13673,2400,36801,0.0,17,1,1,0,0,,0,1,ready=0
28ee042c-4211-40c9-b709-69ac49dc8234,2026-09-16T02:54:22.005Z,clean-run,stopped,false,,,,,,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,,,,,1,2599,858,12267,0.0,7,1,1,0,0,,0,1,ready=0
2c0279e3-a7d4-4de5-bd80-54a7e8002f43,2026-09-18T08:04:19.471Z,missing-sheet,stopped,false,full-1,pricing=gemma4-12b,pricing,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2082,210,3916,0.0,0,1,1,0,0,,0,1,blocker_escalated=0
2c0279e3-a7d4-4de5-bd80-54a7e8002f43,2026-09-18T08:04:19.471Z,missing-sheet,stopped,false,full-1,pricing=gemma4-12b,pricing,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,39467,3399,57084,0.0,18,1,0,1,0,checklist_grading=1,1,1,reached_work=1
2c0279e3-a7d4-4de5-bd80-54a7e8002f43,2026-09-18T08:04:19.471Z,missing-sheet,stopped,false,full-1,pricing=gemma4-12b,pricing,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,10,199865,2177,64514,0.0,7,1,0,1,0,no_json=2,0,1,blocker_names_lp2=0
2c0279e3-a7d4-4de5-bd80-54a7e8002f43,2026-09-18T08:04:19.471Z,missing-sheet,stopped,false,full-1,pricing=gemma4-12b,pricing,0,laptop,a21ee64a,pricing,Pricing,"gemma4 12b, local",ollama,0.1,16384,False,model default,2,7540,2123,49249,0.0,1,1,1,0,0,,0,1,golden_match=0
2c0279e3-a7d4-4de5-bd80-54a7e8002f43,2026-09-18T08:04:19.471Z,missing-sheet,stopped,false,full-1,pricing=gemma4-12b,pricing,0,laptop,3a18b205,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,15,136995,8488,139409,0.0,11,2,0,1,1,concern_dropped=1;invalid_json=2;wrong_shape=1,0,1,golden_match=0
2c0279e3-a7d4-4de5-bd80-54a7e8002f43,2026-09-18T08:04:19.471Z,missing-sheet,stopped,false,full-1,pricing=gemma4-12b,pricing,0,laptop,1ff8732f,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,4127,187,10758,0.0,0,1,1,0,0,,0,1,golden_match=0
2c2098e8-61dc-4b88-8b5e-d1209de6ae00,2026-09-18T12:40:35.851Z,missing-price,stopped,false,full-1,pricing=deepseek-r1-14b,pricing,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2147,299,5110,0.0,0,1,1,0,0,,0,1,reviewer_pass=0
2c2098e8-61dc-4b88-8b5e-d1209de6ae00,2026-09-18T12:40:35.851Z,missing-price,stopped,false,full-1,pricing=deepseek-r1-14b,pricing,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,27572,6519,96877,0.0,17,1,0,1,0,checklist_grading=1,0,1,golden_match=0
2c2098e8-61dc-4b88-8b5e-d1209de6ae00,2026-09-18T12:40:35.851Z,missing-price,stopped,false,full-1,pricing=deepseek-r1-14b,pricing,0,laptop,f1fe4328,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,9,167643,2226,64089,0.0,7,1,0,0,1,no_json=3,0,1,golden_match=0
2c5d81dc-6dd5-4ef8-a62b-cfe942539b7c,2026-09-18T07:12:48.100Z,not-ready,not_ready,true,full-1,reviewer=qwen3-5-9b,reviewer,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,23309,2328,36210,0.0,14,1,0,1,0,no_json=1,2,3,names_deadline=1;names_specification=0;not_ready=1
2cc25a36-36ed-49ce-9477-5d26bb6dc5fb,2026-09-18T12:19:27.916Z,missing-price,stopped,false,full-1,orchestrator=deepseek-r1-14b,orchestrator,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,4180,317,10062,0.0,17,1,0,0,1,checklist_grading=1,0,1,golden_match=0
2db3b7e6-1204-4246-b1d5-a0e5297357f2,2026-09-18T09:35:18.015Z,planted-inconsistency,stopped,false,full-1,estimator=gemma4-12b,estimator,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,1981,290,4941,0.0,0,1,1,0,0,,0,1,reworked_once=0
2db3b7e6-1204-4246-b1d5-a0e5297357f2,2026-09-18T09:35:18.015Z,planted-inconsistency,stopped,false,full-1,estimator=gemma4-12b,estimator,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,38538,6595,97603,0.0,18,1,0,1,0,checklist_grading=1,0,1,golden_match=0
2db3b7e6-1204-4246-b1d5-a0e5297357f2,2026-09-18T09:35:18.015Z,planted-inconsistency,stopped,false,full-1,estimator=gemma4-12b,estimator,0,laptop,f1fe4328,estimator,Estimator,"gemma4 12b, local",ollama,model default,16384,False,model default,5,37302,121,14482,0.0,5,1,0,0,1,output_limit=1,0,1,names_both_sheets=0
